ticker,timeframe,hve_date,hve_volume,days_since_hve,hve_occ_1y,total_hve_count,all_hve_details,latest_date,latest_volume,latest_close,volume_ratio,data_points
MEC,daily,2026-05-20,2487600,2,1,10,"[{'date': Timestamp('2026-05-20 00:00:00'), 'volume': np.int64(2487600)}, {'date': Timestamp('2023-06-23 00:00:00'), 'volume': np.int64(1634500)}, {'date': Timestamp('2022-06-24 00:00:00'), 'volume': np.int64(1029800)}, {'date': Timestamp('2021-09-13 00:00:00'), 'volume': np.int64(972900)}, {'date': Timestamp('2020-09-18 00:00:00'), 'volume': np.int64(416300)}, {'date': Timestamp('2020-01-29 00:00:00'), 'volume': np.int64(302900)}, {'date': Timestamp('2020-01-13 00:00:00'), 'volume': np.int64(84800)}, {'date': Timestamp('2020-01-07 00:00:00'), 'volume': np.int64(46300)}, {'date': Timestamp('2020-01-03 00:00:00'), 'volume': np.int64(32400)}, {'date': Timestamp('2020-01-02 00:00:00'), 'volume': np.int64(26100)}]",2026-05-22,763800,25.450000762939453,0.3070429329474192,1606
TE,daily,2026-05-20,106229900,2,3,7,"[{'date': Timestamp('2026-05-20 00:00:00'), 'volume': np.int64(106229900)}, {'date': Timestamp('2026-05-18 00:00:00'), 'volume': np.int64(87992800)}, {'date': Timestamp('2025-12-12 00:00:00'), 'volume': np.int64(58659900)}, {'date': Timestamp('2024-11-06 00:00:00'), 'volume': np.int64(44832900)}, {'date': Timestamp('2022-09-21 00:00:00'), 'volume': np.int64(29851000)}, {'date': Timestamp('2021-01-29 00:00:00'), 'volume': np.int64(12940100)}, {'date': Timestamp('2020-01-10 00:00:00'), 'volume': np.int64(1234600)}]",2026-05-22,62255600,8.079999923706055,0.586045924923209,1600
CODX,daily,2026-05-19,119828000,3,5,10,"[{'date': Timestamp('2026-05-19 00:00:00'), 'volume': np.int64(119828000)}, {'date': Timestamp('2026-03-20 00:00:00'), 'volume': np.int64(56746900)}, {'date': Timestamp('2025-10-27 00:00:00'), 'volume': np.int64(37193430)}, {'date': Timestamp('2025-09-16 00:00:00'), 'volume': np.int64(8110167)}, {'date': Timestamp('2025-08-15 00:00:00'), 'volume': np.int64(2775950)}, {'date': Timestamp('2020-02-26 00:00:00'), 'volume': np.int64(2736410)}, {'date': Timestamp('2020-01-23 00:00:00'), 'volume': np.int64(1202103)}, {'date': Timestamp('2020-01-10 00:00:00'), 'volume': np.int64(28287)}, {'date': Timestamp('2020-01-06 00:00:00'), 'volume': np.int64(18297)}, {'date': Timestamp('2020-01-02 00:00:00'), 'volume': np.int64(2123)}]",2026-05-22,9940700,5.070000171661377,0.08295807323830824,1606
AGYS,daily,2026-05-19,2741000,3,1,10,"[{'date': Timestamp('2026-05-19 00:00:00'), 'volume': np.int64(2741000)}, {'date': Timestamp('2025-01-22 00:00:00'), 'volume': np.int64(1650600)}, {'date': Timestamp('2023-05-17 00:00:00'), 'volume': np.int64(1167700)}, {'date': Timestamp('2022-12-16 00:00:00'), 'volume': np.int64(1099200)}, {'date': Timestamp('2020-01-29 00:00:00'), 'volume': np.int64(1052500)}, {'date': Timestamp('2020-01-22 00:00:00'), 'volume': np.int64(365700)}, {'date': Timestamp('2020-01-16 00:00:00'), 'volume': np.int64(173100)}, {'date': Timestamp('2020-01-15 00:00:00'), 'volume': np.int64(155700)}, {'date': Timestamp('2020-01-03 00:00:00'), 'volume': np.int64(124700)}, {'date': Timestamp('2020-01-02 00:00:00'), 'volume': np.int64(82400)}]",2026-05-22,311400,79.83999633789062,0.11360817219992704,1606
LEGT,daily,2026-05-19,2038000,3,1,7,"[{'date': Timestamp('2026-05-19 00:00:00'), 'volume': np.int64(2038000)}, {'date': Timestamp('2024-08-26 00:00:00'), 'volume': np.int64(2005400)}, {'date': Timestamp('2024-07-02 00:00:00'), 'volume': np.int64(1008800)}, {'date': Timestamp('2024-04-10 00:00:00'), 'volume': np.int64(634200)}, {'date': Timestamp('2024-04-05 00:00:00'), 'volume': np.int64(200400)}, {'date': Timestamp('2024-04-02 00:00:00'), 'volume': np.int64(158000)}, {'date': Timestamp('2024-03-28 00:00:00'), 'volume': np.int64(55900)}]",2026-05-22,149200,11.079999923706056,0.0732090284592738,540
MTVA,daily,2026-05-19,85161400,3,2,15,"[{'date': Timestamp('2026-05-19 00:00:00'), 'volume': np.int64(85161400)}, {'date': Timestamp('2025-09-15 00:00:00'), 'volume': np.int64(8208836)}, {'date': Timestamp('2024-02-01 00:00:00'), 'volume': np.int64(6228664)}, {'date': Timestamp('2022-11-09 00:00:00'), 'volume': np.int64(602257)}, {'date': Timestamp('2022-11-08 00:00:00'), 'volume': np.int64(217463)}, {'date': Timestamp('2022-09-13 00:00:00'), 'volume': np.int64(106286)}, {'date': Timestamp('2021-07-20 00:00:00'), 'volume': np.int64(47646)}, {'date': Timestamp('2021-02-04 00:00:00'), 'volume': np.int64(3140)}, {'date': Timestamp('2021-01-06 00:00:00'), 'volume': np.int64(847)}, {'date': Timestamp('2020-06-26 00:00:00'), 'volume': np.int64(216)}, {'date': Timestamp('2020-02-12 00:00:00'), 'volume': np.int64(148)}, {'date': Timestamp('2020-02-07 00:00:00'), 'volume': np.int64(33)}, {'date': Timestamp('2020-02-04 00:00:00'), 'volume': np.int64(27)}, {'date': Timestamp('2020-01-08 00:00:00'), 'volume': np.int64(14)}, {'date': Timestamp('2020-01-02 00:00:00'), 'volume': np.int64(4)}]",2026-05-22,40221000,3.849999904632568,0.47229143720042177,1606
AMST,daily,2026-05-19,149220900,3,1,7,"[{'date': Timestamp('2026-05-19 00:00:00'), 'volume': np.int64(149220900)}, {'date': Timestamp('2024-04-24 00:00:00'), 'volume': np.int64(70566600)}, {'date': Timestamp('2023-02-14 00:00:00'), 'volume': np.int64(13043058)}, {'date': Timestamp('2021-06-11 00:00:00'), 'volume': np.int64(3559017)}, {'date': Timestamp('2021-06-10 00:00:00'), 'volume': np.int64(2728775)}, {'date': Timestamp('2021-01-29 00:00:00'), 'volume': np.int64(200750)}, {'date': Timestamp('2020-09-25 00:00:00'), 'volume': np.int64(176300)}]",2026-05-22,1263800,2.0999999046325684,0.008469322996979646,1421
GOVX,daily,2026-05-18,208902000,4,1,12,"[{'date': Timestamp('2026-05-18 00:00:00'), 'volume': np.int64(208902000)}, {'date': Timestamp('2024-08-16 00:00:00'), 'volume': np.int64(4368652)}, {'date': Timestamp('2024-06-27 00:00:00'), 'volume': np.int64(3213716)}, {'date': Timestamp('2024-06-18 00:00:00'), 'volume': np.int64(1425864)}, {'date': Timestamp('2022-07-25 00:00:00'), 'volume': np.int64(568762)}, {'date': Timestamp('2022-05-23 00:00:00'), 'volume': np.int64(442911)}, {'date': Timestamp('2021-08-20 00:00:00'), 'volume': np.int64(276363)}, {'date': Timestamp('2021-01-11 00:00:00'), 'volume': np.int64(135493)}, {'date': Timestamp('2020-12-09 00:00:00'), 'volume': np.int64(83937)}, {'date': Timestamp('2020-10-26 00:00:00'), 'volume': np.int64(58292)}, {'date': Timestamp('2020-10-08 00:00:00'), 'volume': np.int64(6344)}, {'date': Timestamp('2020-09-25 00:00:00'), 'volume': np.int64(1861)}]",2026-05-22,45701000,3.640000104904175,0.2187676518175987,1421
KEP,daily,2026-05-18,2597400,4,5,16,"[{'date': Timestamp('2026-05-18 00:00:00'), 'volume': np.int64(2597400)}, {'date': Timestamp('2026-05-14 00:00:00'), 'volume': np.int64(2269100)}, {'date': Timestamp('2025-08-07 00:00:00'), 'volume': np.int64(2118600)}, {'date': Timestamp('2025-06-26 00:00:00'), 'volume': np.int64(2062600)}, {'date': Timestamp('2025-06-25 00:00:00'), 'volume': np.int64(1891700)}, {'date': Timestamp('2025-05-15 00:00:00'), 'volume': np.int64(1723200)}, {'date': Timestamp('2023-03-23 00:00:00'), 'volume': np.int64(858000)}, {'date': Timestamp('2021-01-15 00:00:00'), 'volume': np.int64(814800)}, {'date': Timestamp('2020-07-28 00:00:00'), 'volume': np.int64(578100)}, {'date': Timestamp('2020-02-28 00:00:00'), 'volume': np.int64(547300)}, {'date': Timestamp('2020-02-27 00:00:00'), 'volume': np.int64(211500)}, {'date': Timestamp('2020-02-25 00:00:00'), 'volume': np.int64(210300)}, {'date': Timestamp('2020-01-13 00:00:00'), 'volume': np.int64(200500)}, {'date': Timestamp('2020-01-08 00:00:00'), 'volume': np.int64(120800)}, {'date': Timestamp('2020-01-06 00:00:00'), 'volume': np.int64(119400)}, {'date': Timestamp('2020-01-02 00:00:00'), 'volume': np.int64(117600)}]",2026-05-22,546800,13.09000015258789,0.2105182105182105,1606
HIVE,daily,2026-05-18,111365900,4,12,40,"[{'date': Timestamp('2026-05-18 00:00:00'), 'volume': np.int64(111365900)}, {'date': Timestamp('2025-10-07 00:00:00'), 'volume': np.int64(81901000)}, {'date': Timestamp('2025-10-06 00:00:00'), 'volume': np.int64(72856600)}, {'date': Timestamp('2025-10-03 00:00:00'), 'volume': np.int64(64554900)}, {'date': Timestamp('2025-10-02 00:00:00'), 'volume': np.int64(61913900)}, {'date': Timestamp('2025-10-01 00:00:00'), 'volume': np.int64(61510100)}, {'date': Timestamp('2025-09-15 00:00:00'), 'volume': np.int64(58513100)}, {'date': Timestamp('2025-07-02 00:00:00'), 'volume': np.int64(51681300)}, {'date': Timestamp('2025-07-01 00:00:00'), 'volume': np.int64(33289300)}, {'date': Timestamp('2025-06-30 00:00:00'), 'volume': np.int64(32054600)}, {'date': Timestamp('2025-06-26 00:00:00'), 'volume': np.int64(28654200)}, {'date': Timestamp('2025-05-22 00:00:00'), 'volume': np.int64(27342800)}, {'date': Timestamp('2025-05-16 00:00:00'), 'volume': np.int64(20746500)}, {'date': Timestamp('2025-05-13 00:00:00'), 'volume': np.int64(19877500)}, {'date': Timestamp('2025-01-30 00:00:00'), 'volume': np.int64(17423700)}, {'date': Timestamp('2025-01-27 00:00:00'), 'volume': np.int64(17104600)}, {'date': Timestamp('2024-12-20 00:00:00'), 'volume': np.int64(15676200)}, {'date': Timestamp('2024-12-16 00:00:00'), 'volume': np.int64(13543200)}, {'date': Timestamp('2023-12-29 00:00:00'), 'volume': np.int64(13031100)}, {'date': Timestamp('2023-12-20 00:00:00'), 'volume': np.int64(12372400)}, {'date': Timestamp('2023-12-19 00:00:00'), 'volume': np.int64(9317800)}, {'date': Timestamp('2021-11-09 00:00:00'), 'volume': np.int64(8688340)}, {'date': Timestamp('2021-11-02 00:00:00'), 'volume': np.int64(6298620)}, {'date': Timestamp('2021-10-20 00:00:00'), 'volume': np.int64(4175200)}, {'date': Timestamp('2021-02-23 00:00:00'), 'volume': np.int64(2936280)}, {'date': Timestamp('2020-12-17 00:00:00'), 'volume': np.int64(2906120)}, {'date': Timestamp('2020-11-24 00:00:00'), 'volume': np.int64(2143240)}, {'date': Timestamp('2020-11-23 00:00:00'), 'volume': np.int64(1816380)}, {'date': Timestamp('2020-07-27 00:00:00'), 'volume': np.int64(1400600)}, {'date': Timestamp('2020-05-08 00:00:00'), 'volume': np.int64(1333560)}, {'date': Timestamp('2020-02-12 00:00:00'), 'volume': np.int64(1254120)}, {'date': Timestamp('2020-02-11 00:00:00'), 'volume': np.int64(873300)}, {'date': Timestamp('2020-02-10 00:00:00'), 'volume': np.int64(844500)}, {'date': Timestamp('2020-02-07 00:00:00'), 'volume': np.int64(659300)}, {'date': Timestamp('2020-02-06 00:00:00'), 'volume': np.int64(645020)}, {'date': Timestamp('2020-01-30 00:00:00'), 'volume': np.int64(321880)}, {'date': Timestamp('2020-01-07 00:00:00'), 'volume': np.int64(289720)}, {'date': Timestamp('2020-01-06 00:00:00'), 'volume': np.int64(168540)}, {'date': Timestamp('2020-01-03 00:00:00'), 'volume': np.int64(88680)}, {'date': Timestamp('2020-01-02 00:00:00'), 'volume': np.int64(49980)}]",2026-05-22,46711400,4.070000171661377,0.4194407803465872,1606
FACT,daily,2026-05-18,1814500,4,2,6,"[{'date': Timestamp('2026-05-18 00:00:00'), 'volume': np.int64(1814500)}, {'date': Timestamp('2026-01-08 00:00:00'), 'volume': np.int64(1433700)}, {'date': Timestamp('2025-04-11 00:00:00'), 'volume': np.int64(1340300)}, {'date': Timestamp('2025-02-12 00:00:00'), 'volume': np.int64(501600)}, {'date': Timestamp('2024-12-27 00:00:00'), 'volume': np.int64(500200)}, {'date': Timestamp('2024-12-23 00:00:00'), 'volume': np.int64(1300)}]",2026-05-22,9200,10.65999984741211,0.005070267291264812,355
FG,daily,2026-05-18,7565500,4,2,4,"[{'date': Timestamp('2026-05-18 00:00:00'), 'volume': np.int64(7565500)}, {'date': Timestamp('2025-12-31 00:00:00'), 'volume': np.int64(3051500)}, {'date': Timestamp('2022-12-01 00:00:00'), 'volume': np.int64(2911000)}, {'date': Timestamp('2022-11-22 00:00:00'), 'volume': np.int64(116500)}]",2026-05-22,823200,27.790000915527344,0.10880972837221597,877
RAMP,daily,2026-05-18,13097600,4,1,12,"[{'date': Timestamp('2026-05-18 00:00:00'), 'volume': np.int64(13097600)}, {'date': Timestamp('2022-06-17 00:00:00'), 'volume': np.int64(12678000)}, {'date': Timestamp('2021-06-11 00:00:00'), 'volume': np.int64(6966100)}, {'date': Timestamp('2020-08-06 00:00:00'), 'volume': np.int64(2851200)}, {'date': Timestamp('2020-06-26 00:00:00'), 'volume': np.int64(2631100)}, {'date': Timestamp('2020-05-22 00:00:00'), 'volume': np.int64(2605400)}, {'date': Timestamp('2020-02-06 00:00:00'), 'volume': np.int64(2055400)}, {'date': Timestamp('2020-01-14 00:00:00'), 'volume': np.int64(1040800)}, {'date': Timestamp('2020-01-10 00:00:00'), 'volume': np.int64(886200)}, {'date': Timestamp('2020-01-08 00:00:00'), 'volume': np.int64(829900)}, {'date': Timestamp('2020-01-03 00:00:00'), 'volume': np.int64(555300)}, {'date': Timestamp('2020-01-02 00:00:00'), 'volume': np.int64(346600)}]",2026-05-22,1627300,37.70000076293945,0.12424413633032005,1606
D,daily,2026-05-18,40094600,4,1,9,"[{'date': Timestamp('2026-05-18 00:00:00'), 'volume': np.int64(40094600)}, {'date': Timestamp('2020-07-06 00:00:00'), 'volume': np.int64(26851600)}, {'date': Timestamp('2020-06-19 00:00:00'), 'volume': np.int64(10713700)}, {'date': Timestamp('2020-03-20 00:00:00'), 'volume': np.int64(9964200)}, {'date': Timestamp('2020-02-28 00:00:00'), 'volume': np.int64(8245700)}, {'date': Timestamp('2020-02-24 00:00:00'), 'volume': np.int64(4665600)}, {'date': Timestamp('2020-01-21 00:00:00'), 'volume': np.int64(4520000)}, {'date': Timestamp('2020-01-17 00:00:00'), 'volume': np.int64(3610800)}, {'date': Timestamp('2020-01-02 00:00:00'), 'volume': np.int64(3004200)}]",2026-05-22,6459900,67.66999816894531,0.1611164595731096,1606
GLDD,daily,2026-02-11,13111900,7,2,9,"[{'date': Timestamp('2026-02-11 00:00:00'), 'volume': np.int64(13111900)}, {'date': Timestamp('2026-01-15 00:00:00'), 'volume': np.int64(4947500)}, {'date': Timestamp('2023-02-15 00:00:00'), 'volume': np.int64(2994800)}, {'date': Timestamp('2023-01-20 00:00:00'), 'volume': np.int64(2465800)}, {'date': Timestamp('2020-06-26 00:00:00'), 'volume': np.int64(1729200)}, {'date': Timestamp('2020-03-16 00:00:00'), 'volume': np.int64(1140400)}, {'date': Timestamp('2020-02-19 00:00:00'), 'volume': np.int64(1026400)}, {'date': Timestamp('2020-02-18 00:00:00'), 'volume': np.int64(499300)}, {'date': Timestamp('2020-01-02 00:00:00'), 'volume': np.int64(427700)}]",2026-02-18,1445800,16.8700008392334,0.11026624669193633,1540
